yazar_id,ekno,kisa_adi,tam_adi
1236,1469,B. Bülbül,Banu Bülbül
1237,1470,E. Karasu,Erdal Karasu
1238,1471,S. Süren,Semih Süren
1239,1472,H. Hürel,Haldun Hürel
1240,1473,H. Adıgüzel,Hüseyin Adıgüzel
1241,1474,F. Bingölçe,Filiz Bingölçe
1242,1475,A. Günel,Aziz Günel
1243,1476,D. Saral,Dursun Saral
1244,1477,C. Çetintaş,Cengiz Çetintaş
1245,1478,N. Akkan,Necdet Akkan
1246,1479,M. Kaya,Murat Kaya
1247,1480,H. Cillov,Haluk Cillov
1248,1481,M. E. Elmacı,Mehmet Emin Elmacı
1249,1482,V. Kocagüney,Vehbi Kocagüney
1250,1483,T. Öğün,Tuncay Öğün
1251,1484,N. Tarhan,Nevzat Tarhan
1252,1485,A. Özgürel,Avni Özgürel
1253,1486,M. Orçan,Murat Orçan
1254,1487,M. Saygın,Mehmet Saygın
1255,1488,N. Tunç,Nursel Tunç
1256,1489,B. Noyan,Bedri Noyan
1257,1490,B. Eren,Bahtiyar Eren
1258,1491,S. Kolhan,Saim Kolhan
1259,1492,R. Beyru,Rauf Beyru
1260,1493,L. Neyzi,Leyla Neyzi
1261,1494,B. Erdem,Bora Erdem
1262,1495,M. Fatsa,Mehmet Fatsa
1263,1496,G. Turan,Güven Turan
1264,1497,V. Özkaya,Vecihi Özkaya
1265,1498,A. Osmanoğlu,Ayşe Osmanoğlu
1266,1499,İ. Görkem,İsmail Görkem
1267,1500,Y. Keş,Yusuf Keş
1268,1501,N. Satlıgan,Nail Satlıgan
1269,1502,B. Tosun,Bekir Tosun
1270,1503,M. Arda,Muhsine Arda
1271,1504,A. Çankaya,Ali Çankaya
1272,1505,E. Yetkin,Ela Yetkin
1274,1507,H. Tokdemir,Hayrettin Tokdemir
1275,1508,M. Z. Korgunal,Muharrem Zeki Korgunal
1276,1509,C. Avcı,Cenk Avcı
1277,1510,M. Kahramanyol,Mustafa Kahramanyol
1278,1511,M. Ergin,Muharrem Ergin
1279,1512,Y. Ünal,Yusuf Ünal
1280,1513,T. Atay,Tayfun Atay
1281,1514,A. Özgüç,Agâh Özgüç
1282,1515,E. Subaşı,Ebubekir Subaşı
1283,1516,O. K. Görener,Osman Kemal Görener
1284,1517,E. Başak,Enes Başak
1285,1518,H. Erdem,Hasan Erdem
1286,1519,M. Kaya,Muharrem Kaya
1287,1520,C. Suavi,Cüneyd Suavi
1288,1521,İ. Uşar,İrem Uşar
1289,1522,K. Has,Kadir Has
1290,1523,M. Aslan,Mustafa Aslan
1291,1524,M. N. Yavuz,Mehmet Niyazi Yavuz
1292,1525,C. Tuna,Celâl Tuna
1293,1526,G. Dal,Güney Dal
1294,1527,Â. Kahraman,Âtıf Kahraman
1295,1528,A. R. Saklı,Ali Rıza Saklı
1296,1529,D. Özek,Dağhan Özek
1297,1530,T. Uslu,Tarık Uslu
1298,1531,Z. Güvemli,Zahir Güvemli
1299,1532,K. M. Gül,Kubilay Mehmet Gül
1300,1533,N. Uslu,Nasuh Uslu
1301,1534,N. Sakaoğlu,Necdet Sakaoğlu
1302,1535,F. Sağlam,Feyyaz Sağlam
1303,1536,S. Kuyumcu,Sibel Kuyumcu
1304,1537,A. Bozfırat,Ayhan Bozfırat
1305,1538,A. Yıldız,Ali Yıldız
1306,1539,A. Yaka,Aydın Yaka
1307,1540,Y. Kanbolat,Yahya Kanbolat
1308,1541,S. F. Göncüoğlu,Süleyman Faruk Göncüoğlu
1309,1542,A. Eren,Aslı Eren
1310,1543,E. Yakıtal,Emin Yakıtal
1311,1544,H. Mercan,Hasan Mercan
1312,1545,S. Sezen,Saim Sezen
1313,1546,M. Yaşar,Mehmet Yaşar
1314,1547,E. Kâhya,Esin Kâhya
1315,1548,İ. Dilek,İbrahim Dilek
1316,1549,E. Cenkmen,Emin Cenkmen
1317,1550,A. Arslanyan,Agop Arslanyan
1318,1551,Ş. O. Alpkaya,Şükrü Oğuz Alpkaya
1319,1552,O. Cengiz,Oğuzhan Cengiz
1320,1553,H. V. Velidedeoğlu,Hıfzı Veldet Velidedeoğlu
1321,1554,C. Baban,Cihad Baban
1322,1555,N. Köymen,Niyazi Köymen
1323,1556,Ö. Polat,Ömer Polat
1324,1557,S. Yemni,Sadık Yemni
1325,1558,N. Z. Gezer,Necdet Zeki Gezer
1326,1559,M. Ş. Güzel,Mehmet Şehmus Güzel
1327,1560,Y. Öztuna,Y. Öztuna
1328,1561,R. Kırıkçı,Recep Kırıkçı
1329,1562,R. Çalışlar,Reşat Çalışlar
1330,1563,E. Uğur,Erol Uğur
1331,1564,H. Gerger,Haluk Gerger
1332,1565,Ç. Ö. Özcan,Çınar Özhan Özcan
1333,1566,N. Gedik,Neslihan Gedik
1334,1567,E. Polat,Enver Polat
1335,1568,G. Korkmaz,Gökhan Korkmaz
1336,1569,A. Atun,Ata Atun
1337,1570,E. Geven,Eda Geven
1338,1571,T. Ural,Taceddin Ural
1339,1572,A. Özkan,Abdullah Özkan
1340,1573,E. Tuşalp,Erbil Tuşalp
1341,1574,S. Hiçyılmaz,Semih Hiçyılmaz
1342,1575,R. C. Ulunay,Refî Cevad Ulunay
1343,1576,A. Çankırılı,Ali Çankırılı
1344,1577,E. Bitiren,Erol Bitiren
1345,1578,C. Yurtsever,Cezmi Yurtsever
1346,1579,O. Belli,Oktay Belli
1347,1580,D. Helvacı,Deniz Helvacı
1349,1582,A. Denizli,Ali Denizli
1350,1583,U. Keser,Ulvi Keser
1351,1584,F. Kayacan,Feyyaz Kayacan
1352,1585,H. Deringör,Halit Deringör
1353,1586,N. Gökmen,Nihat Gökmen
1354,1587,O. Aytekin,Osman Aytekin
1355,1588,S. Tanilli,Server Tanilli
1356,1589,S. Zaim,Sabahattin Zaim
1357,1590,S. Bulut,Sebahattin Bulut
1359,1592,C. Kozanoğlu,Can Kozanoğlu
1360,1593,A. Yılmaz,Atıf Yılmaz
1361,1594,B. Bozgeyik,Burhan Bozgeyik
1362,1595,B. İ. Seyran,B. İsa Seyran
1363,1596,E. Gökmen,Ertan Gökmen
1364,1597,A. R. Kars,Ali Rıza Kars
1365,1598,S. Özen,Saadet Özen
1366,1599,E. Ünür,Ece Ünür
1367,1600,İ. Aslanoğlu,İbrahim Aslanoğlu
1368,1601,T. Bulutay,Tuncer Bulutay
1369,1602,G. Beşe Erginsoy,Güliz Beşe Erginsoy
1370,1603,P. Yücel Sarı,Pınar Yücel Sarı
1371,1604,G. Karabuda,Gül Karabuda
1372,1605,E. Demir,Ergün Demir
1373,1606,M. Gürsoy,Melih Gürsoy
1374,1607,E. Özbayır,Ekrem Özbayır
1375,1608,F. Akkaya,Fevzi Akkaya
1376,1609,S. Gündoğar,Sinan Gündoğar
1377,1610,R. Nezih,Raif Nezih
1378,1611,H. Aydın,Hakan Aydın
1379,1612,M. A. Gürol,Mehmet Ali Gürol
1380,1613,Y. Odabaşı,Yılmaz Odabaşı
1381,1614,A. Hünalp,Ayhan Hünalp
1382,1615,H. Özgül,Hakan Özgül
1383,1616,H. Alkan,Hakan Alkan
1384,1617,T. Öztin,Tahsin Öztin
1385,1618,N. Yiğit,Nuyan Yiğit
1386,1619,Ş. Altun,Şafak Altun
1387,1620,C. Yılmaz,Cemal Yılmaz
1388,1621,A. Genç,Ayşegül Genç
1389,1622,V. O. Bener,Vüs'at Orhan Bener
1390,1623,A. Givda,Avni Givda
1391,1624,S. K. Aksal,Sabahattin Kudret Aksal
1393,1626,G. Mızrak,Gürbüz Mızrak
1394,1627,M. Eröz,Mehmet Eröz
1395,1628,B. Ögel,Bahaeddin Ögel
1396,1629,D. Uluç,Doğan Uluç
1397,1630,H. R. Öktem,Haydar Rüştü Öktem
1398,1631,A. Sevim,Ali Sevim
1399,1632,M. Aksoy,Muammer Aksoy
1400,1633,Selahattin Âdil Paşa,Selahattin Âdil Paşa
1401,1634,N. Yıldırım,Nuran Yıldırım
1402,1635,B. Yenişehirlioğlu,Bahadır Yenişehirlioğlu
1403,1636,E. Tavuz,Emine Tavuz
1404,1637,L. Kaleli,Lütfi Kaleli
1405,1638,E. Cansever,Edip Cansever
1406,1639,C. Ersen,Cavit Ersen
1407,1640,M. Kaçan,Metin Kaçan
1408,1641,Küçük İskender,Küçük İskender
1409,1642,Tahsin Paşa,Tahsin Paşa
1410,1643,A. Süğlün,Ahmet Süğlün
1411,1644,A. H. Dursun,Ahmet Halûk Dursun
1412,1645,E. Cihangir,Erol Cihangir
1413,1646,İ. Berk,İlhan Berk
1414,1647,M. Aksel,Malik Aksel
1415,1648,S. Yurtoğlu,Selâhattin Yurtoğlu
1416,1649,M. E. Bozkurt,Mahmut Esat Bozkurt
1419,1652,M. Tuğrul,Mehmet Tuğrul
1420,1653,N. Beratlı,Nazım Beratlı
1421,1654,S. Cem,Ser Cem
1422,1655,B. Ocak,Başak Ocak
1423,1656,M. Ş. Örs,Mehmet Şakir Örs
1424,1657,A. Ş. Ak,Ahmet Şahin Ak
1425,1658,M. Arabul,Muzaffer Arabul
1426,1659,G. Öztürk,Güzin Öztürk
1427,1660,B. Şener,Binnur Şener
1428,1661,O. Okay,Orhan Okay
1429,1662,A. İ. Sabis,Ali İhsan Sabis
1430,1663,M. E. Erişirgil,Mehmet Emin Erişirgil
1431,1664,F. M. Emecen,Feridun Mustafa Emecen
1432,1665,A. Suver,Akkan Suver
1433,1666,C. F. Başkut,Cevat Fehmi Başkut
1434,1667,B. Yıldız,Bekir Yıldız
1435,1668,B. Balcıoğlu,Barış Balcıoğlu
1436,1669,H. R. Çongur,H. Rıdvan Çongur
1437,1670,L. Köselioğlu,Lütfü Köselioğlu
1438,1671,B. Akarsu,Bedia Akarsu
1439,1672,A. Çelik,Abdullah Çelik
1440,1673,A. Oy,Aydın Oy
1441,1674,R. H. Özdem,Ragıp Hulusi Özdem
1442,1675,K. Ateş,Kemal Ateş
1443,1676,C. Beğenç,Cahit Beğenç
1444,1677,O. N. Ergin,Osman Nuri Ergin
1445,1678,M. N. Özgür,M. Necat Özgür
1446,1679,A. M. Armağan,A. Munis Armağan
1447,1680,M. Z. Pakalın,Mehmed Zeki Pakalın
1448,1681,A. Mahiroğlu,Adnan Mahiroğlu
1449,1682,N. Sefercioğlu,Necmeddin Sefercioğlu
1450,1683,Ş. Kurdakul,Şükran Kurdakul
1451,1684,Y. S. Ulu,Yavuz Sinan Ulu
1452,1685,V. M. Kocatürk,Vasfi Mahir Kocatürk
1453,1686,A. N. Kurat,Akdes Nimet Kurat
1454,1687,Ş. H. Akalın,Şükrü Halûk Akalın
1455,1688,A. F. Cebesoy,Ali Fuat Cebesoy
1456,1689,A. Öymen,Altan Öymen
1457,1690,F. Sevim,Fuat Sevim
1459,1692,F. Şensoy,Ferhan Şensoy
1460,1693,N. H. Neyzi,Nezih Halim Neyzi
1461,1694,M. Ayaşlı,Münevver Ayaşlı
1462,1695,V. Türkali,Vedat Türkali
1463,1696,N. Özdemir,Nurdane Özdemir
1465,1698,H. R. Tankut,Hasan Reşit Tankut
1466,1699,E. Artun,Erman Artun
1467,1700,T. İleri,Tevfik İleri
1468,1701,E. Gözügüzelli,Emete Gözügüzelli
1469,1702,A. Budak,Ali Budak
1470,1703,Y. Karakurt,Yahya Karakurt
1471,1704,C. Akar,Celal Akar
1473,1706,A. Akar,Atillâ Akar
1474,1707,B. Kaya,Bayram Kaya
1475,1708,K. H. Koray,Kenan Hulûsi Koray
1476,1709,Ö. Özgür,Özlem Özgür
1477,1710,S. E. Ertem,Sadri Etem Ertem
1478,1711,İ. C. Atılcan,İhsan Coşkun Atılcan
1479,1712,İ. Bardakçı,İlhan Bardakçı
1480,1713,H. Su,Hüseyin Su
1482,1715,M. Selekler,Macit Selekler
1483,1716,T. Cebeci,Tuba Cebeci
1484,1717,M. Tanaç Zeren,Mine Tanaç Zeren
1485,1718,A. Dönmez,Adem Dönmez
1486,1719,G. Bekdemir,Gültekin Bekdemir
1487,1720,B. Yılmaz,Beyzanur Yılmaz
1488,1721,A. R. Öge,Ali Rıza Öge
1489,1722,E. A. Tayşir,Eyüp Aygün Tayşir
1490,1723,T. N. Eralp,T. Nejat Eralp
1491,1724,S. Yeşildağ,Suzan Yeşildağ
1492,1725,Y. Dündar,Yılmaz Dündar
1493,1726,S. Karabaş,Seyfi Karabaş
1494,1727,A. Dorsay,Atilla Dorsay
1495,1728,İ. Önder,İzzettin Önder
1496,1729,B. Yılmaz,Bülent Yılmaz
1497,1730,K. Yetiş,Kâzım Yetiş
1498,1731,M. Akkuş,Metin Akkuş
1499,1732,G. Özdoğan,Gülbahar Özdoğan
1500,1733,E. Çetin,Erol Çetin
1501,1734,N. Özön,Nijat Özön
1502,1735,Y. Sey,Yıldız Sey
1503,1736,M. Çoruh,Mustafa Çoruh
1504,1737,Y. Kaynak,Yılmaz Kaynak
1505,1738,İ. Hamamizade,İhsan Hamamizade
1506,1739,P. Buzluk,Pelin Buzluk
1507,1740,A. Cihan,Avşar Cihan
1508,1741,Y. Pazarkaya,Yüksel Pazarkaya
1509,1742,İ. Enginün,İnci Enginün
1510,1743,H. Yorulmaz,Hüseyin Yorulmaz
1511,1744,Y. Öz,Yusuf Öz
1512,1745,O. Çelik,Osman Çelik
1513,1746,A. Çelikkaya,Ayşe Çelikkaya
1514,1747,E. Torun,Ethem Torun
1515,1748,B. Ayan,Bülent Ayan
1516,1749,A. Çelik,Ali Çelik
1517,1750,C. Kayakuş,Cenk Kayakuş
1519,1752,Y. Önge,Yılmaz Önge
1520,1753,D. Yıldız,Doğan Yıldız
1521,1754,M. Kesmez,Melisa Kesmez
1522,1755,S. Balcıoğlu,Semih Balcıoğlu
1523,1756,H. Yücebaş,Hilmi Yücebaş
1524,1757,S. Mümtaz,Semih Mümtaz
1526,1759,Y. Çetiner,Yılmaz Çetiner
1527,1760,S. Tanaltay,Suna Tanaltay
1528,1761,B. D. Erdoğan,Başak Deniz Erdoğan-Ayşegül Oğuz
1529,1762,M. Oluç,Mehmet Oluç
1531,1764,Ö. Başkan,Özcan Başkan
1532,1765,E. Yavuzer,Emre Yavuzer
1533,1766,S. Meydan,Sinan Meydan
1534,1767,C. Eroğul,Cem Eroğul
1535,1768,U. Baker,Ulus Baker
1537,1770,F. Demir Güreş,Fatma Demir Güreş
1538,1771,K. Kahramanoğlu,Kemal Kahramanoğlu
1540,1773,S. Bala,Sabahattin Bala
1541,1774,K. İmer,Kâmile İmer
1542,1775,E. Yalçın,Emruhan Yalçın
1543,1776,H. Latif,Hüseyin Latif
1545,1778,H. Zülfikar,Hamza Zülfikar
1546,1779,A. İpekçi,Abdi İpekçi
1547,1780,Ş. Aktaş,Şerif Aktaş
1548,1781,A. Göktürk,Akşit Göktürk
1550,1783,M. K. Özgül,M. Kayahan Özgül
1553,1786,Y. Yavuz,Yılmaz Yavuz
1554,1787,A. Muhteremoğlu Ilgaz,Afet Muhteremoğlu Ilgaz
1555,1788,S. Kaygusuz,Sema Kaygusuz
1556,1789,E. Z. Karal,Enver Ziya Karal
1557,1790,O. Cebeci,Oğuz Cebeci
1558,1791,O. Demiralp,Oğuz Demiralp
1559,1792,M. K. Yunusoğlu,Mağrifet K. Yunusoğlu
1560,1793,B. Moran,Berna Moran
1561,1794,A. Kafaoğlu Büke,Asuman Kafaoğlu Büke
1562,1795,G. Aytaç,Gürsel Aytaç
